,Reviews,Ratings,Sentiment
373,"I got the personal loan easily. Comparatively interest rate was low so that i have chosen the loan from Indusind bank. I got the interest rate of around 12% and there was no processing fee. They have sanctioned the same amount what i have applied. They don't deduct me any hidden charges. Without much paperwork, they have sanctioned the loan.",5.0,1
374,"I taken the personal loan from HDFC on 3 years  back which was processed through bank directly. The amount was sanctioned of 90K with tenure period of 3 years. The rate of interest is nominal very less of either would be 10 or 11%, the processing fee of around 2%. EMI need to pay of  3,076 rupees. Now closed the loan and done top up again.",4.5,1
375,"I got a call on time from TATA CAPITAL for the loan application. The process was smooth and they  sanctioned the loan by 2 days. The loan amount was sufficient with tenure period of 3 years. The  rate of interest is 14% and processing fee deduct for 5K.  EMI need to pay of  3,690 rupees. I am not aware about pre closure option. Since for my requirement chosen this loan offer.",4.0,1
376,"I have taken a personal loan from Reliance on 2 years ago. Interest rate was less. I got the loan amount of Rs. 2L and the interest amount of Rs. 30,000 for the duration of 2 years.  I have closed the loan already and they have not provided NOC letter.  The documentation process was normal like other banks. They have sanctioned the loan by next day after I have given the documents.",4.0,1
377,I have chosen CITI bank  for the personal loan commitment when other financial institution they are charging me higher interest rate like 23% hence i have taken the loan from them with an interest rate of 12%. I had applied the loan amount of Rs. 5L but they have sanctioned the loan amount of Rs. 2.76L.,5.0,1
378,"TATA CAPITAL has provided the rate of interest is high of 20%. Since first time taken loan so interest will be high as banker intiamted. I got a call on time the process was smooth and have sanctioned the loan by 4.29L deducted some fee and insurance of 26K  with tenure period of 4 years. EMI need to pay of 14,029 rupees. There is  pre closure  option after one year.",5.0,1
379,I have taken personal through home credit india finance private ltd.The rate of interest and the processing fee was nominal .This  loan was availed for my personal use .This loan was sanctioned on exact time frame  without any delay and i have uploaded the documents through online .There was proper callback and response from home credit as well as from online .,5.0,1
380,I got a call on time from HDFC for the loan process. The process was smooth and sanctioned the loan about 15 days. The amount was sufficient with tenure period of 2 years.  The rate of interest is nominal  EMI need to pay of 9K around. There is no pre closure option from bank end.  I asked for that option but told there is no option from bank.  The rate of interest  was nominal.,4.0,1
381,"Based on my requirement, HDFC people are ready to provide the loan and the interest rate is less. They have provided me a tenure period of 4 years. Within 20 days, i have received a loan amount to my account after completion of documentation process and approval. I am not exactly remember about the interest rate now.",5.0,1
382,"TATA CAPITAL service is slow during the verification process, taken representative to collect some documents ans completed on time. It is a quite high of an interest rate 17% and the loan amount was deducted of 14K  including insurance and processing fee. The tenure period of 4 years. EMI need to pay of 11K. The pre closure is applicable.",4.0,1
383,"INCRED has provided high interest rate of 36%. Their service is good and comfortable, they were follow up on time. Since for an emergency purpose taken this loan. They have sanctioned the loan of 1.5L with tenure period of 2 years. After 6 months pre closure is applicable.  EMI need to pay of 8500 rupees. They have sanctioned the loan within 3-4 days. The amount was deducted for some charge.",3.0,0
384,"I got a call on time from HDFC bank. The loan amount was low, applied for 6Lbut sanctioned of 3.30L only though I got requirement on that time so I chosen this bank. The tenure period of 5 years. The rate of interest is 13%. EMI need to pay of 7,800 rupees.  They have sanctioned the loan within one week.",4.0,1
385,I taken a personal loan from HOME CREDIT which was applied through online. The rate of interest is 28% which is high. The amount was sanctioned of 90K only. The process was done on time and sanctioned the amount within 5 days. The processing fee was deducted. EMI need to pay of 4400 rupees.,3.0,0
386,"I have taken the personal loan from HDFC  for the wedding purpose, because there were two banks were available for me based on my eligibility. They have sanctioned the loan on time and they have the facilities of part payment and pre closure with the normal charges. I'm happy about the interest rate as well.",5.0,1
387,I have availed a personal loan from TATA Capital Ltd   through online hence not faced any difficulties. This loan was sanctioned on time  it was taken for personal use .The rate of interest  was very high  since there was requirement i have taken this  loan .I am paying the  the premium  on time and if pay on delay basis then charges will be applicable .,3.0,0
388,I have provided my new mobile number to update on TATA CAPITAL portal but still they haven't do it. I applied the amount of1.5L but got only 1.43L with tenure period of 3 years. The rate of interest is nominal. EMI need to pay of 5K. There is an option of pre closure.,3.0,0
389,Actually I have applied the personal loan with INCRED for  first time they have rejected the loan after that they have contacted me and ready to provide the loan with the interest rate of 32% which is too high. There is no way of contacting them and after collecting the documents they have not informed me about the interest rate. They have done a proper follow up and the process is fine for me. The  loan service also useful for me.,4.5,1
390,I have taken personal loan through Home credit India Finance private Ltd.The rate of interest and the processing fee was too high .This loan was sanctioned on proper time frame .The agent not shared any details about the rate of interest this was the issue.The service was very average according to my concern.,2.0,0
391,I had applied the personal loan with INDUSIND bank without any particular reason and they have provided me a interest rate of 11.75% and they have taken a processing fee only Rs. 10. They have sanctioned my loan on time. They do have part payment and pre closure facility with the additional charges of 4%. I have opted the duration of 5 years.,4.0,1
392,I have taken personal loan through Paysense  services India pvt ltd.The rate of interest and the processing fee was too high Rs.5000 was deducted as processing fee .I have availed this loan on higher rate of interest  due to emergency .I have requested to reduce the rate of interest but not happened.,3.5,0
393,I have taken personal loan through HDFC bank.The rate of interest and the processing fee was medium .This loan was taken for personal use and this loan was sanctioned on time.There was proper callback and follow up from bank end .I have submitted as well as uploaded my documents .,5.0,1
394,I have availed this  Incred  loan  for  my personal use .The rate of interest and the  processing fee  was very high  since had requirement   have taken .The premium is paid on emi basis  paying on time.There was proper follow up and callback  was there .I have  submitted documents  through the  agent The process was smooth and faster i am satisfied with the service.,4.0,1
395,When applied for Home Credit personal loan I have tried to contact  customer service but no proper response .There is no  contact number and app is also not responding  properly . The rate of interest was too high processing fee was okay .This loan was sanctioned  on time and if the rate of interest is reduced it will be good  and more customers will avail this loan.,3.0,0
396,Due to the low rate of interest and the service is good so that i have availed the loan with IDFC. I have applied the loan amount of Rs. 2.5 lakhs and i have received the loan amount of Rs. 2.30 lakhs and they have deducted Rs. 20000 for the processing fee. They have provided me a 11% interest rate. I am paying the EMI amount of Rs. 6742 for the duration of 4 years.,5.0,1
397,"HDFC service is good and got an immediate response  once I applied the loan. But only drawback was they have not given proper details about insurance and deducted the amount of  8K. I called  for insurance query they told check and rectified but no one called back again. They have given low tenure period and the amount sanctioned of 2.32L.  Rate of interest is nominal, EMI need to pay of 6,820 rupees. Pre closure is applicable after one year.",5.0,1
398,From YONO app i have applied the personal loan with State Bank of India. They have sanctioned the loan in 24 hours and They have not collected any documents from my end. They just got the agreement from email and they have not charged me any processing fee and the interest rate is only 9%. I have selected the tenure period of 3 years. There is a pre-closure facility without having any additional charges.,4.5,1
399,"Before approving the loan, they said they will decrease the interest rate from HDFC but they haven't done the same hence the rate of interest is high. I had applied the loan amount of Rs. 8 lakhs but they have provided only Rs. 4.5 lakhs when i enquired about the same, they said based on my eligibility they can provide only this much amount. They have provided me a interest rate of 10.5% which is high compared to other nationalized banks. They are charging some hidden charges like processing fee and the process is not transparent.",5.0,1
400,I was eligible only for Incred personal loan. I had taken the loan amount of Rs. 1.65 L and they have offered me a interest rate of 24% per annum. The processing fee was near about Rs. 5000. The loan amount was credited my account in 4 days. The documentation process was simple.,4.0,1
401,"Basically I opted for a personal loan from INDUSIND because of low charge and I am qualified for the  good amount of 6L but they have sanctioned the amount of 2L only with tenure period of 5 years only tenure was very high. I raised for either 2 or3 years. Since I am taking first time loan so I have to agree with this tenure offer. The rate of interest is nominal. EMI need to pay around 4,300 rupees. Pre closure is applicable with charge.",5.0,1
402,Chosen my personal loan from ICICI which was recommended by my friend but they have offered me a interest rate of 11.25% and the processing fee is 1%. I bought the loan amount of Rs. 3 lakhs and they have taken 1 week to provide this loan. I have closed the loan in the year of November 2019 and they have provided me a NOC letter in 10 days after the loan period.,4.0,1
403,"There is no processing fee for Indusind bank personal loan but the interest rate is little bit high when i compared to other banks. They have sanctioned the loan in 5 days. And once i applied the loan, the next day they came to my place for collecting a documents. They have provided me a interest rate of 11.99%.",5.0,1
404,"I was looking for a loan in a emergency basis and i found Incred service is good. I have taken a loan amount of Rs. 75K but the interest rates are quite high which is  18%. As per their promised time, they have sanctioned the loan and they have collected the required documents.",3.0,0
405,HDFC service is good because the process is quick when i compared to other private banks. I got the loan amount of Rs. 2.5 lakhs and they have sanctioned the loan within a week. They have provided me a interest rate of 17%. I have selected the duration of 5 years to close this loan. They have not informed me about the part payment and pre-closure facility.,5.0,1
406,Interest rate is low so i opted the personal loan with HDFC. I bought this loan for my house renovation. I had applied the loan amount of Rs. 1.70 lakhs and they have provided me a interest rate of near about 15%. So far i have paid only one EMI amount of Rs. 6100. Pre-closure facility is available after 6 months and there is no part payment facility.,4.0,1
407,"Process is fine with Incred but the interest rate is very high which is 31% hence I'm going to pay extra Rs. 20000 along with the loan amount hence I'm not satisfied with the interest but the verification process, documentation process was totally good. I have tried the personal loan with other loan provider also but they have asked for lot of time compared them, Incred process was very good.",5.0,1
408,I taken a personal loan from TATA CAPITAL on 2 months back which was offered the amount of 1.50L but once approved they have provided the amount of only 95K which is less. The rate of interest is 18% and fee was deducted of 5K. The tenure period of 3 years taken the loan. After 6 months pre closure is applicable. EMI need to pay of 2828 rupees.,4.0,1
409,Interest rate what they have given to me is on a higher side from TATA Capital. I compared all the other option i had and the loan amount was ready to provide only from TATA Capital side. Those guys easy to apply on online and they reached out to me with the application and for collecting the documents but it took around 2 weeks of turn around time but they have promised me only 1 week.,4.5,1
410,Interest rate for HDFC is less when i compared to all other banks thats the reason for choosing the personal loan from HDFC. They have provided me a interest rate of 11.25%. I got the money of Rs. 8 lakhs and the processing fee was small amount which is Rs. 1500=0.5%. I have not asked them about the pre-closure facility.,4.0,1
411,TATA Capital service is good so that i availed the personal loan with TATA Capital. They have offered me a interest rate of 17.5% which is convenient for me. I have taken the loan amount of R. 4 lakhs but after the deduction i got the money of Rs. 3.86 lakhs. I am paying the EMI amount of Rs. 11646 every month. Total duration of the loan is 4 years.,5.0,1
412,"I applied a personal loan from INDUSIND through online. Once all the process was done they have sanctioned the loan  within 10 days  for the amount  of 10L which is sufficient. The tenure period of 4 years. The rate of interest around 14%  and fee amount of 1%. Pre closure is avail after one year.  EMI need  to pay of 27,831 rupees.",5.0,1
413,I want to repay the loan early but there is no way to contact with them. Whatever they have promised wasn't met and they have sanctioned the loan was bit delayed. Interest rates are quite high its 21%. I am not sure about the pre-closure and part payment charges. Documentation process was nice.,5.0,1
414,"I taken a personal loan on 3 months before from BAJAJ FINANCE. It was pre approved loan so no required to submit documents hence  they have sanctioned the amount within 4 hrs of  1.55L with tenure period of 3 years. An interest rate is normal  of 11% flat.  EMI need to pay of  5,200 rupees and there is no processing fee. After 3 months there is pre closure  option with nominal charge . I use to get  remainder message on time.",5.0,1
415,"Since I am getting salary via AXIS, they provided pre approved loan offer of  4L . In that 40K  was deducted for document charge, insurance and processing fee. So finally I got the amount of 3.60L. Rate of interest is 17% which is not negotiated as well.  I taken this loan on 9 months before and it got sanctioned by 4 days.  EMI need to pay of  9,510 rupees and pre closure option is avail without any locking period.",3.0,0
422,Paysense process is good and i was comfortable with the loan service and i got the loan very soon because they have done a complete follow up. Interest was bit high and I'm not completely satisfied on that. Processing fee was nominal and i am not sure about the loan duration.,5.0,1
423,"I got the pre-approved offer from TATA capital so i have chosen the personal loan. I got the loan very easily and the rate of interest is less when i differentiate with other loan service. But while providing the loan, they said insurance is mandatory and they have explained the EMI amount and tenure period details.",4.0,1
424,"Just 3 months before, I have taken the personal loan from HDFC bank. The loan amount of 2.5L with tenure period of 2 years. It was processed direct via bank. The rate of interest  13% which is nominal and fee of  4K. They told to take insurance and deducted the amount of  2K. EMI need to pay of  11,111 rupees.",4.0,1
425,"When i was taking the personal loan with Axis bank, the interest rate is high but the customer service is good. For part payment facility and preclosure is good because they are not taking any additional charges. I have completed the loan by February. Axis bank agent approached me for a personal loan and i availed with them.",3.0,0
426,"In ICICI, interest rate is comparatively less thats the reason i have taken the personal loan with them. I have selected the duration of 3 years. I went through with the agent to get this loan. They have sanctioned the loan in 5 days. Part payment facility is chargeable one. I have already closed the loan in the year of September 2018 and i have received my NOC letter also.",5.0,1
427,"Interest rate is less when i compared to other banks so i opted the personal loan with CITI bank. I got the good interest rate of 10.75% and the processing fee is nearly Rs. 7500. I have been paying the EMI amount of Rs. 21,895 for the loan amount of 10 lakhs. They do have pre-closure facility but the charges of 4% is applicable. They have sanctioned the loan in 3 days.",5.0,1
428,"INCRED has provided a high rate of interest is 32%  and they haven't  negotiated as well. The process was done on time and  sanctioned the loan by 20 days for the amount of 1.50L with  tenure period of 2 years. The processing fee of 12K fee which was deducted. EMI need to pay of  8,542 rupees. There is one year of locking period of pre closure.",1.5,0
429,"To remind my EMI due date, one girl called me from Home Credit and she were polite. Just i was getting a notification in my mail hence i just tried it and got my loan also from Home credit for my birthday expenses. I'm satisfied with the interest rate provided to me. They have sanctioned my loan on time. They have informed me about the part payment and pre-closure facility.",4.0,1
430,"Based on my credit score, they have contacted me from Kotak Mahindra bank and they have sanctioned the loan to me. My documentation process is okay. Interest rate is on higher side when i check with other banks. People are not providing the part payment and pre-closure facility. Processing fee was nominal. Still the loan is going on with the EMI amount of Rs. 13066 for the loan amount of Rs. 6 lakhs.",4.0,1
431,"I do have my salary account with HDFC bank so that i opted a personal loan here and the rate of interest is flexible, affordable when i compared with other bank. The time taken for processing was very fast when i differentiate with others. I have applied the loan amount of Rs. 4 lakhs, they have credited the amount by deducting the processing fee.",4.0,1
432,"HDFC has provided  very low interest ,  when I was applying offered for 11.5% but once approved they confirmed interest rate of only 10% around. The amount was sufficient within one week they sanctioned the loan  of 2L. They deducted fee of 2% from the loan amount. The tenure period of 4 years. EMI need to pay of 5,228 rupees.",5.0,1
433,"I have taken this  personal loan directly through IDFC First Bank .The rate of interest and  the processing fee  was high and they have sanctioned the loan on time .It was taken for personal use and the premium is paid on emi basis. If incase of late payment, I need to pay extra charges.",5.0,1
434,I have taken this personal loan directly through Bajaj Finserv. The rate of interest and  the processing fee was high. This loan was sanctioned on time and have taken it for personal use. The premium is pad on emi basis and need to pay extra charges for late payments. There was proper callback and follow up .,5.0,1
435,"Actually Paysense is ready to provide the loan always and after every 6 months, they will upgrade the loan amount and i can do the top up also. Their loan process is very good and they have offered me a nominal interest rate but processing fee is low. I have selected the duration of 1 year to close this loan.",5.0,1
436,"I have a account in HDFC and i had my existing loan also with them for that i have preferred HDFC for purchasing my personal loan. I am applied for Rs. 2 lakhs but they have approved for Rs. 60K. They have provided me a interest rate of 10.99%. After the submission of all documents, the loan amount got credited to my account in 2 days.",5.0,1
437,"In Axis bank, they have offered me a interest rate of 12.49% and Axis bank does not interacted with me properly because they have provided 10.49% as a interest before taking the loan and they were not ready to provide the loan amount what i applied. In the loan application, they have mentioned the different interest hence the promised words are not met. They do have part payment facility with a free of cost.",2.0,0
438,"HDFC is ready to provide the loan even though my credit score was not upto the mark so that i took with them. They have given me a interest rate of 10.49%. Within the specified time, they have sanctioned my loan and the documentation process was smooth. There is no spot closure facility and we need to pay 5% penalty after the lockin period of 1 year.",4.0,1
439,"I have my corporate salary account with HDFC so that i availed the personal loan with them. I got a satisfied interest rate of 10.99% and the processing fee was minimal like all personal loan. Within two days, they have sanctioned the loan amount what i have applied. I have taken the loan amount for 5 years.",4.0,1
440,"I got a availability on Paysense for my loan amount so that i availed the loan here. Interest rate is too high on this loan because its 16%. I was eligible for Rs. 2 lakhs but they have sanctioned only Rs. 36000 when i checked with paysense people, they said based on this loan repayment history they can approve a top up loan upto Rs. 2 lakhs. I feel its very convenient, to apply the loan.",3.0,0
441,"Just for a emergency purpose, i took the loan from Incred. I had applied the loan amount of Rs 2 lakhs. When i applied the loan, the interest rate was 18% but when they have sanctioned the same it was 32%. Before disbursed the loan, they cut more money when i asked about the same they have never explained the same.",1.0,0
442,I have taken personal loan through Bajaj Finserv directly. Everything was good to me when applied for this loan but the rate of interest and  the processing fee was very high. This loan was taken for my personal use and the service was very average.,3.0,0
443,Purchased the personal loan from Bajaj Finance because they were ready to offer this loan based on my consumer durable loan transactions. I got the loan by last year with the loan amount of Rs. 65K and the offered me a interest rate of 12%. I am paying the EMI amount of Rs. 2500. They have offered me a duration of 36 months.,5.0,1
444,"Other banks are not ready to provide the loan but Incred offered me a personal loan on my emergency time. I applied the loan amount of Rs. 1 lakh and they have sanctioned the same amount but the offered interest rate is 30%. I have selected the tenure period of 24 months. Within a week, they have sanctioned the loan. If they are reducing the interest rate, it would be fine.",5.0,1
445,"I am not happy about the personal loan service provided by Kotak Mahindra bank hence am planning to close this loan after the completion of locking period. I have applied the loan through mobile app and net banking. They have not properly communicated the interest rate to me. Compared to others, rate of interest is very high and the processing fee also not acceptable.",3.0,0
446,"For past 4.5 years, i have been taking a personal loan with Bajaj Finserv many times. I get a better rate of interest in Bajaj Finserv so i preferred it. They are doing a fast approval. They are providing me a interest rate of 12%. They do have a part payment and pre-closure facility without having any extra charges but they will be issuing insurance to the customer with their knowledge.",5.0,1
447,"I got a call on time from INCRED. The process was done on so  they sanctioned the loan amount by 15- 20 days. At initial they told the rate of interest 18% but once approved the interest was increased of 24%. The processing fee is applicable. After 6 months pre closure is avail with some charges. EMI need to pay of 8,988 rupees. Since I was in need of money on that time so taken this loan.",4.0,1
448,"The rate of interest is too much high of  18-20% from HOME CREDIT. But there is no processing fee is pretty good.  I received the call on time and process was done on smooth hence they sanctioned the loan by 5 days for the amount of  50K with tenure period of 1 8 months. There is pre closure option after 6 months. Emi  need to pay of 8,977 rupees.",4.0,1
449,"I got a personal loan offer from TATA CAPITAL through online. The  verification process was done on time  and the loan was sanctioned  by 10 days for the amount of 4L which was sufficient with tenure period of 4 years. The rate of interest is 17.8%. EMI need to pay of  11,700 rupees.",5.0,1
450,"HDFC has done process on time and  I got a call without any delay. The loan  amount of 2L was sanctioned with tenure period of 2 years. The rate of interest  is 15% and fee was deducted above 5K from the loan amount. EMI need to pay of  6,661 rupees and they sanctioned the loan by  20 days. The customer service is good.",5.0,1
451,I got a call on time from HDFC bank once I applied a personal loan through online. The process was smooth and within a week I received the loan. The Loan amount was sufficient of 10L with tenure period of 5 years. The rate of interest is nominal of 8.75%. The  processing fee of 9K. Emi need to pay of  22K. Pre closure is avail.,5.0,1
452,"HDFC customer service is good. The rate of interest is high of 17.5% and processing fee deducted  from the loan amount  of 11K. Since I am applying  the loan for first time fee was high.  I received the call after 2 days and then they sanctioned the loan by 15 days. The loan amount sufficient of 2.49L for tenure period of 48 months. EMI need to pay of 7,223 rupees.",4.0,1
453,Since I am holding salary account from AXIS bank I got pre approved loan offer but after the approval they told to submit some required documents by manual. I taken this loan on 8 months back. An interest is nominal. I think is 11.5%. The amount was sufficient with tenure period of 5 years. I can pre close the loan at any time. EMI need to pay of 4499 rupees.,5.0,1
454,"I got a call from HDFC on delay then personally I made a follow up for the loan process.The amount was sufficient with tenure period of 5 years. They sanctioned the loan by 14-15 days.The rate of interest 13.75%  is high and they haven't negotiated also processing fee is 3%. There is no pre closure option so I raised to banker for that option but they told it is not possible. EMI  need to pay of 2,403 rupees. I get remainder message on time for the payment.",4.0,1
455,"HDFC people is not good. By personally I called the banker to process the loan application and there is no follow up from their end.  Though I am account holder experience is not good. After 2-3 days received a call, the amount  was sanctioned of 1.03L  got the same amount, took near about 10-15 days after my regular follow up. The tenure period of 3 years. The rate of interest  is 17.5% requested for 14.5% not sure which interest was given by them.  An insurance  charges will be refunded once this loan completed. Pre closure is avail of  4.5% with locking period of 1 year. EMI need to pay of 4,554 rupees.",4.0,1
456,I have taken personal loan through Bajaj Finserv  directly.The rate of interest and the processing fee was very high .I have taken 1.2 lakhs for the tenure of 3 years .This loan is still active and while availing this loan told it will be applicable for 30 months but later told it will be 36 months this was the difficulty faced by me .The loan was sanctioned on time and the service was average.,3.0,0
457,"I took a personal loan from HDFC Bank before 6months, the rate of interest was on higher side and the loan amount was 3.50L. I would suggest them to decrease the rates. I have opted for the tenure period of 5 Years and paying EMI of Rs.7000 and still its going on.",5.0,1
458,"I have got a call on time from INCRED when I applied for a personal loan. They have sanctioned the loan by 2-3 days. The amount of 80K is sufficient and tenure period is 2 years. At initial stage, there was better option for interest but later interest is too high of 32% and they haven't negotiated as well. They deducted 4.5K for processing fee and 1500K for first EMI which is totally 6K. Pre closure option is not included. They have given me wrong information, beginning told me Rs.3,999 for EMI but after approval changed to 4,556 rupees which is high.",4.0,1
459,"I have been taken  a personal loan from TATA CAPITAL on 1.5 years before via online. The loan amount of 3.5L with tenure period 2 years as per my request they provided the tenured which am happy. An interest rate is 11.49% of low. This loan includes insurance as well and the amount was deducted. EMI, need to pay of 11,700 rupees and preclosure is applicable.",5.0,1
460,I have applied a personal loan from CITI bank through online. The rate of interest is nominal of and processing fee is low amount was deducted from the loan amount. It was delayed to get a call and took one week. The amount was sanctioned with tenure period of  years. They have provided pre closure option. I use to pay EMI of 9K.,4.0,1
461,"2 years ago, have taken my personal loan from HDB Financial services. HDFC people have recommended me about this loan process. I got the loan amount of Rs. 2 lakhs once i cleared the same, they have provided the loan amount of Rs. 3.75 lakhs. I'm paying the EMI amount of Rs. 14300 every month. I have chosen the duration of 36 months. They do have a pre-closure facility with paying some additional charges.",3.0,0
462,"Took my personal loan from Indusind bank and i bought it 3 years ago. Since i had a account with them hence they have made a promotional call for regarding the personal loan and the loan got processed without doing any formalities and then the amount was transferred to my account immediately. And without any hassles, i paid all my dues on time in the last 36 months. Only thing is the rate of interest to be quite less.",4.0,1
463,"Whenever i called to the Standard Chartered bank they respond properly. Whatever the loan amount i apply, i got the same amount. Took the loan amount of Rs. 3.2 lakhs where my applied amount is Rs. 3 lakhs. I'm paying the EMI amount of Rs. 7000 and they have provided me an interest rate of 13%. My loan duration is 5 years. Loan service is excellent because within 3 days i have received the loan amount. Documentation process is really good.",5.0,1
464,Purchased my personal loan with TATA Capital 6 months back. I applied the loan with other bank but i didn't get the loan with them and they have referred me to TATA Capital. The offered interest rate of 13%. I applied the loan amount of Rs. 3 lakhs but they gave me Rs. 2.5 lakhs. I have been paying the EMI amount of Rs. 5600 for the tenure period of 5 years. They do have a part payment and pre closure facility.,4.0,1
465,Home credit has offered a personal loan through online. The process was good and  sanctioned the loan within a day for the amount of 1L. The rate of interest is high of 15%. The tenure period of 3 years. The processing fee amount was deducted of 3K from the loan amount. Since at that time need of an amount so chosen this loan.,5.0,1
466,"I have received a call from HDFC on time for a personal loan process. The verification was done on smooth hence they have  sanctioned the loan by 3 days. The amount sufficient with tenure period of 5 years. The rate of interest  is high of  16%  and they haven't negotiated. The processing fee of 5K. Pre closure is applicable after one year.  EMI need to pay of 4,400 rupees. They use to send remainder message on time for the payment.",5.0,1
467,"The rate of interest is 12% and processing fee is moderate, HDFC  deducted around 3K for 1.34L. The amount was low actually have requested for 2L but sanctioned only 1.34L with tenure period of 4 years. Within one week I got the amount.The pre closure is applicable. EMI need to pay of 3K. I use to get remainder message on starting of the month itself.",5.0,1
468,"The processing fee is high of 4K for the loan amount 1.5L from HDFC. I do have personal accident insurance from other company but HDFC is keeping this policy option as mandatory those who apply for a loan. hence I took this policy with any other go and they deducted around 7K. The loan amount was  sufficient  with tenure period  of 36 months. The rate of interest of 8% around  is nominal. They have given pre closure option with 1year locking period. EMI need to pay of 5,044 rupees.",4.0,1
469,"I have applied a personal loan from HDFC. Within  2-3 weeks they have sanctioned the loan but it was a low amount with  tenure period of 5 years. The rate of interest is average. The processing fee of 7K. For pre closure, there is locking period of 6 months. I use to pay around of 1,200-1300 rupees as an EMI.",5.0,1
470,"I taken a personal loan from HDFC on 1.5 years back. The loan amount of 5L was sanctioned within 15 days.  The verification process was done at my home. The tenure period of 36 months. The rate of interest is very high of 15% I requested to negotiate an interest rate but they didn't do,  though for an emergency purpose basis taken this loan.  The processing fee of 5,000 was deducted from the loan amount including an insurance. EMI need to pay of 14,208 rupees.  It is one year of locking period for pre closure.",4.0,1
471,The rate of interest  and processing fee  was high since  had requirement  directly taken  this loan  before 3 months .I am paying the premium on EMI  and if pay the premium on delay basis there is  no extra charges This loan  was taken for personal  use need to reduce the rate of interest  this is my suggestion.,5.0,1
472,"I have purchased the personal loan from HDFC and i bought it almost on one month back.  Since I am holding an account with this bank so that I availed with them and my existing loan also with them only. They have provided me a interest rate of 13% and the processing fee was Rs. 3000. I have been paying EMI amount of Rs. 4,664 for the duration of 24 months.",4.5,1
473,"I got a personal loan offer from HOME CREDIT hence applied direct from them on 6 months back. The duration of tenure  is 51 months for the loan amount of 2.10L.  I got the amount after 10 days. The rate of interest  is 14%  but I am not aware about fee amount deducted. EMI need to pay of 8,621 rupees. pre closure is applicable.",4.0,1
474,"I taken a personal loan from Bajaj Finserv on 2 years back. I am going to close the loan by next month. The tenure period I chosen for 2 years for the loan amount of 1.80L. The rate of interest is nominal 14% and processing fee amount was  deducted. There is pre closure option. EMI  need to pay of 7,741 rupees through  ECS mode.",5.0,1
475,I have taken personal loan directly through bank of india .this loan is still active and the agent shared all the required details about the card process.This loan was availed for my personal use and paying the premium on delay basis .if pay the premium on delay no extra charges for that.,5.0,1
476,The rate of interest  and the processing fee was medium when availed HDFC bank personal loan. The loan amount  got sanctioned instantly and it was availed recently. I am paying the premium on time without any delay.  The agent has shared all the details about the loan process .This was only availed for my personal use.,4.0,1
477,"When I opened HDFC net banking, I saw an offer for availing the personal loan worth of Rs. 75,000 based on my eligibility which I took it.  After deduction of all the fee, the amount of Rs. 71,000 credited to my account. Now I'm paying  EMI amount of Rs. 6,924. I have selected the tenure period of 1 year. Its going to be completed in the month of August.",4.0,1
478,"I  have taken a personal loan on a emergency basis from HDFC  because my salary comes in that account hence I do not think about other bank. Its easy to make EMI also. Bought the personal loan worth of Rs. 1.1L and my second loan is Rs. 2 lakhs. I have been paying EMI amount of Rs. 3,700 per month. Total duration of the loan is 3 years.",3.5,0
479,I have taken personal loan directly through HDFC bank.The rate of interest and the processing was too high due to my immediate requirement taken this loan. The premium was paid on EMI basis and paid on correct time and this was a paperless approval  since have salary account.,5.0,1
480,My personal loan was taken from IDFC bank because they have given me a good offer with the nominal interest rate hence i have accepted the same. Took the loan amount of Rs. 2.5 lakhs and the interest rate was 13%. I have selected the duration of 3 years. I paid the EMI amount of Rs. 8000 per month. The amount was deducted through ECS option. There was a lots of delay in paper work and they have not sanctioned the loan within that particular period.,3.0,0
481,"I took a personal loan from Bajaj Finance but they are providing me a higher interest rate. It was a hassle free process so that i opted the personal loan with Bajaj Finance. I got the flat rate of interest 18% per annum. Loan documentation are collected physically through the executive. If they reduce the interest rate, it would be fine.",3.0,0
482,"Its because of the lowest interest rate, nominal processing fee and hassle free process, i have selected the personal loan from HDFC. Within a day, they have credited the amount into my account. I have done the documentation process through online. Chosen the tenure period of 5 years. I pay the EMI amount of Rs. 6661 for the loan amount of Rs. 2.85 lakhs.",5.0,1
483,The rate of interest and the processing fee was very high  on fullerton .This loan was taken  for personal use and  still this loan is active.I have  submitted  documents through the  agent .Everything  is good and premium is paid on emi basis  and for delay premium need to pay Rs.500 penalty  as well as for cheque bounce .,3.0,0
484,I have taken HDFC bank personal loan directly.  The rate of interest and the processing fee was nominal .This loan  got sanctioned immediately. It  was taken for personal use  and paying the  premium on emi basis. Overall it was a good experience.,4.0,1
485,I have taken personal loan through HDB Financial services.The rate of interest and the processing fee was very high due to my  requirement this loan got processed. Am paying the premium on emi basis and they don't charge for the delayed payment.,2.0,0
486,"From ICICI Bank, i have taken a personal loan and the loan amount was Rs. 3,00,000. The rate of interest was normal with the tenure of 5 years. I am paying EMI of Rs.7,000. Pre closure charge is there, the customer service and response  was average.",4.0,1
487,I have taken personal loan directly through yes bank.The rate of interest and the processing fee was very less and based on my requirement i have availed this loan .This loan is still active and paying the premium on EMI if there is any delay then no extra charges .,5.0,1
488,I have taken personal loan through HDFC bank directly .The rate of interest and the processing fee was moderate .This loan was sanctioned within one day .The loan is still active and it was taken for my friend. The process was very fast and there was no  difficulties faced until this loan was disbursed.,4.0,1
